outcome,prev_outcome,performance,RewP
win,loss,0.689083422171195,11.249365653490187
win,win,0.5595165928220787,6.678129918916665
loss,loss,0.5715724381361841,8.177548834133209
loss,win,0.5590681025102118,5.139579936030389
win,loss,0.6143837931273479,6.970423226820214
loss,loss,0.9607804853912805,9.15496483567047
win,win,0.5650779419775156,9.862671815422809
win,win,0.681124209649456,5.26004545630602
win,win,0.7968702993430721,7.613343142750426
loss,win,0.6492732142684631,7.801571852210772
loss,loss,0.7513253334096266,6.339964942155139
win,win,0.5797301319346343,7.319873639298711
win,win,0.898772287289596,7.078590087096575
loss,win,0.7058368899275076,7.530765192163346
win,loss,0.7420124778614532,4.217772579428221
win,win,0.8854341622855169,4.435904569635302
win,loss,0.7567573200727131,10.676788829564025
loss,loss,0.8246058298442617,0.5690859923874729
win,win,0.5209678956132965,6.8336149523506835
loss,loss,0.8953633785652806,4.676172040305669
loss,win,0.7189796317707269,2.5482799876864632
loss,win,0.7238522830597399,7.420140952598466
loss,win,0.7239387952812284,11.982229903520867
win,win,0.944025485020346,3.6912865169060627
loss,loss,0.6214507289878705,10.261045919957212
win,loss,0.7710211859751319,7.103160068207108
loss,win,0.8589064595350666,8.915080060641024
loss,win,0.7741919626714557,8.815478559781935
win,win,0.9801349308326581,1.9194621903329416
loss,loss,0.7856442301431507,12.468531086169635
loss,win,0.801281102775022,8.056775668271614
win,win,0.8804738430855027,6.009185962739906
win,win,0.6999013059105925,7.014173790253187
loss,win,0.8420563023671609,7.398062878787279
loss,win,0.6238786166557195,8.735129075029167
loss,win,0.9314552214087455,9.332441956862288
loss,win,0.97863690070971,8.00552233368396
loss,win,0.7430210695761992,6.728229043623906
win,win,0.5430913572447842,9.177869786726115
win,loss,0.593234242671451,9.418805474973334
loss,loss,0.8858928821701634,5.882771475810886
win,win,0.5769462847227544,4.509276507222518
win,loss,0.8571036198066082,2.0998806687452785
loss,loss,0.843322253008192,1.5598093842624419
win,loss,0.8867377182887348,8.872280500775313
win,loss,0.6582753231624532,6.214924121825245
win,win,0.9038788750147184,6.746263795333548
loss,win,0.5516574324167205,4.656877843426864
loss,loss,0.6939947017580153,7.022620134930564
win,loss,0.847323582408116,7.303193942462536
loss,win,0.5097905995826778,6.6506867987197085
win,loss,0.9082917950299836,6.244629717542362
win,loss,0.7204092061832044,3.3601294959063166
win,win,0.5865244604246451,4.408418655746477
loss,win,0.9477700982011779,10.694288812311031
loss,loss,0.5740858744801576,6.853102191434855
loss,win,0.8516161343827615,5.8767506621368355
loss,win,0.7433100768399603,6.352106866778734
loss,loss,0.8968746319473353,4.69155979773837
win,win,0.7765068695867847,3.949204475378207
loss,loss,0.9062614245619485,8.440090738149364
loss,loss,0.9227387672668805,5.267675787288889
loss,win,0.5176046514365407,10.170172844653916
loss,win,0.6810409732699352,7.292094562981766
loss,win,0.8098434140565521,9.00393370019552
loss,win,0.5570329050830405,10.408266387039493
win,loss,0.9770814732415157,6.678706239636042
win,loss,0.5500508559315556,6.325351558802134
win,loss,0.9643261849202378,8.457988787592218
loss,win,0.6360237185505776,8.391120710741212
win,loss,0.5090519673832845,9.192427349702887
win,win,0.9481825849960444,6.44516542849175
loss,win,0.679477750727794,9.566630519895782
win,loss,0.6999107313504316,0.33505517444994304
loss,win,0.9647622802060187,6.517582278647329
win,win,0.9216827589116947,2.699035440720264
loss,loss,0.9687213622239017,6.552061638716437
win,loss,0.5327967722000593,7.46927850009516
loss,loss,0.7911523930329695,6.949266731800542
win,win,0.8073682000477151,2.4617549235830243
loss,loss,0.5264294098434247,7.238683731736027
loss,win,0.7257407979641607,8.942479067381043
loss,loss,0.64264699031725,8.57885347300283
loss,loss,0.877302302316951,5.382653164880919
win,loss,0.9749044042579127,4.951553766124317
loss,win,0.6229254153328525,7.139109539733564
loss,loss,0.983541810720126,5.484104201708632
win,win,0.9799724269408063,11.323299461735676
loss,loss,0.8090451436295605,5.081076166260907
loss,win,0.8616606373297837,7.390649272716449
loss,win,0.792330482143258,7.993682562247374
win,loss,0.5604744305864348,4.681180060947903
loss,loss,0.7724661196988389,8.43548154188617
loss,loss,0.8233658754211779,10.37024366149615
win,loss,0.9348947298725229,11.691735165343655
loss,loss,0.5023191600931025,2.755829326435946
loss,loss,0.5715072602382294,7.603191138808099
win,win,0.5337173213259333,11.32879395160994
win,win,0.7901387555864292,6.210290721292452
loss,win,0.8418052047758813,4.585021138711083
